ProgramId,Title,Description,Availability,Duration,EducationLevel,TargetLevel,Capacity,CreatedAt,ProgramPostStatus,MentorProfileId,DomainId,SubDomainId,Deadline
1585,Mobile Development for Beginners,This mentorship focuses on Mobile Development with practical applications.,Available,,graduate,Mid,7,2025-09-07 00:00:00,1,92,1,4,2026-06-27 00:00:00
2836,Computer Vision for Real Projects,This mentorship focuses on Computer Vision with practical applications.,Available,,freshman,Beginner,9,2025-10-04 00:00:00,1,357,2,9,2026-06-21 00:00:00
2973,Mastering Product Design,This mentorship focuses on Product Design with practical applications.,Available,,graduate,Beginner,9,2025-08-28 00:00:00,1,802,3,15,2025-09-14 00:00:00
2116,UI/UX Design for Beginners,This mentorship focuses on UI/UX Design with practical applications.,Available,,sophomore,Mid,7,2025-08-06 00:00:00,1,1207,3,14,2026-07-12 00:00:00
286,Mastering Data Science,This mentorship focuses on Data Science with practical applications.,Available,,graduate,Mid,4,2025-09-27 00:00:00,1,1255,2,12,2026-02-13 00:00:00
231,Data Analysis for Beginners,This mentorship focuses on Data Analysis with practical applications.,Available,,senior,Mid,6,2025-05-13 00:00:00,1,588,2,11,2026-06-24 00:00:00
619,Hands-on Data Analysis Training,This mentorship focuses on Data Analysis with practical applications.,Available,,graduate,Mid,6,2025-09-12 00:00:00,1,1350,2,11,2026-07-05 00:00:00
2572,Natural Language Processing for Beginners,This mentorship focuses on Natural Language Processing with practical applications.,Available,,junior,Junior,6,2025-05-16 00:00:00,1,163,2,10,2025-09-16 00:00:00
1409,Hands-on Mobile Development Training,This mentorship focuses on Mobile Development with practical applications.,Available,,freshman,Mid,10,2025-01-03 00:00:00,1,301,1,4,2025-04-02 00:00:00
2558,Machine Learning for Beginners,This mentorship focuses on Machine Learning with practical applications.,Available,,senior,Mid,3,2024-08-05 00:00:00,1,1221,2,7,2025-10-04 00:00:00
1950,Hands-on Deep Learning Training,This mentorship focuses on Deep Learning with practical applications.,Available,,freshman,Mid,10,2025-07-16 00:00:00,1,371,2,8,2026-07-09 00:00:00
2165,Mastering Mobile Development,This mentorship focuses on Mobile Development with practical applications.,Available,,sophomore,Senior,5,2024-10-19 00:00:00,1,1398,1,4,2025-01-29 00:00:00
1263,Hands-on Branding Training,This mentorship focuses on Branding with practical applications.,Available,,junior,Beginner,8,2025-06-21 00:00:00,1,276,3,18,2026-06-29 00:00:00
1618,Hands-on Product Design Training,This mentorship focuses on Product Design with practical applications.,Available,,junior,Mid,4,2024-07-18 00:00:00,1,1265,3,15,2026-04-10 00:00:00
1681,Mastering Mobile Development,This mentorship focuses on Mobile Development with practical applications.,Available,,junior,Mid,8,2025-10-06 00:00:00,1,471,1,4,2026-06-24 00:00:00
2702,Hands-on Mobile Development Training,This mentorship focuses on Mobile Development with practical applications.,Available,,junior,Beginner,6,2025-08-26 00:00:00,1,630,1,4,2025-11-10 00:00:00
1146,Introduction to Data Science,This mentorship focuses on Data Science with practical applications.,Available,,senior,Junior,9,2025-03-08 00:00:00,1,753,2,12,2026-05-31 00:00:00
2596,System Design for Beginners,This mentorship focuses on System Design with practical applications.,Available,,freshman,Senior,10,2025-09-27 00:00:00,1,766,1,6,2026-03-23 00:00:00
1583,Machine Learning for Real Projects,This mentorship focuses on Machine Learning with practical applications.,Available,,junior,Senior,8,2025-04-14 00:00:00,1,1467,2,7,2026-06-21 00:00:00
496,System Design for Real Projects,This mentorship focuses on System Design with practical applications.,Available,,graduate,Beginner,8,2025-01-03 00:00:00,1,192,1,6,2026-06-11 00:00:00
1317,Mastering Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,junior,Junior,6,2025-09-12 00:00:00,1,1428,1,3,2026-06-26 00:00:00
3081,Backend Development for Beginners,This mentorship focuses on Backend Development with practical applications.,Available,,graduate,Senior,6,2025-01-13 00:00:00,1,193,1,1,2025-08-29 00:00:00
1473,Hands-on Frontend Development Training,This mentorship focuses on Frontend Development with practical applications.,Available,,graduate,Beginner,4,2025-04-26 00:00:00,1,998,1,2,2026-06-13 00:00:00
2198,Data Science for Beginners,This mentorship focuses on Data Science with practical applications.,Available,,junior,Junior,10,2025-09-11 00:00:00,1,114,2,12,2025-11-16 00:00:00
340,Mastering Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,junior,Mid,6,2025-09-03 00:00:00,1,1439,1,3,2025-11-25 00:00:00
2394,Hands-on Branding Training,This mentorship focuses on Branding with practical applications.,Available,,junior,Senior,10,2025-08-15 00:00:00,1,624,3,18,2026-02-17 00:00:00
1734,Hands-on Branding Training,This mentorship focuses on Branding with practical applications.,Available,,junior,Junior,9,2024-05-12 00:00:00,1,1366,3,18,2026-06-04 00:00:00
916,Mastering UI/UX Design,This mentorship focuses on UI/UX Design with practical applications.,Available,,junior,Beginner,8,2024-07-28 00:00:00,1,41,3,14,2025-08-09 00:00:00
2720,Product Design for Beginners,This mentorship focuses on Product Design with practical applications.,Available,,freshman,Mid,7,2025-10-11 00:00:00,1,1175,3,15,2026-07-02 00:00:00
1994,Introduction to Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,freshman,Junior,11,2025-05-09 00:00:00,1,19,1,3,2025-08-02 00:00:00
2878,Introduction to UI/UX Design,This mentorship focuses on UI/UX Design with practical applications.,Available,,sophomore,Junior,4,2025-10-05 00:00:00,1,1206,3,14,2026-01-01 00:00:00
277,Graphic Design for Beginners,This mentorship focuses on Graphic Design with practical applications.,Available,,senior,Junior,10,2025-06-13 00:00:00,1,108,3,16,2025-07-29 00:00:00
49,Mobile Development for Real Projects,This mentorship focuses on Mobile Development with practical applications.,Available,,graduate,Beginner,6,2025-03-10 00:00:00,1,1305,1,4,2026-06-23 00:00:00
1251,Introduction to Motion Design,This mentorship focuses on Motion Design with practical applications.,Available,,senior,Junior,6,2024-08-13 00:00:00,1,1118,3,17,2024-11-11 00:00:00
2190,Computer Vision for Real Projects,This mentorship focuses on Computer Vision with practical applications.,Available,,junior,Senior,6,2025-09-01 00:00:00,1,859,2,9,2026-06-15 00:00:00
1376,Motion Design for Beginners,This mentorship focuses on Motion Design with practical applications.,Available,,senior,Senior,6,2025-04-26 00:00:00,1,107,3,17,2025-08-02 00:00:00
2433,Hands-on Motion Design Training,This mentorship focuses on Motion Design with practical applications.,Available,,junior,Junior,9,2025-04-15 00:00:00,1,448,3,17,2025-07-10 00:00:00
958,Introduction to Backend Development,This mentorship focuses on Backend Development with practical applications.,Available,,freshman,Beginner,8,2024-12-05 00:00:00,1,1483,1,1,2026-06-05 00:00:00
804,Entrepreneurship for Real Projects,This mentorship focuses on Entrepreneurship with practical applications.,Available,,graduate,Mid,9,2025-04-01 00:00:00,1,1200,4,23,2026-06-27 00:00:00
2893,Machine Learning for Real Projects,This mentorship focuses on Machine Learning with practical applications.,Available,,junior,Mid,9,2025-08-16 00:00:00,1,966,2,7,2025-09-15 00:00:00
693,Mobile Development for Beginners,This mentorship focuses on Mobile Development with practical applications.,Available,,freshman,Senior,6,2024-11-23 00:00:00,1,648,1,4,2026-07-10 00:00:00
990,Hands-on Branding Training,This mentorship focuses on Branding with practical applications.,Available,,sophomore,Mid,9,2025-09-24 00:00:00,1,808,3,18,2025-11-18 00:00:00
2751,Introduction to UI/UX Design,This mentorship focuses on UI/UX Design with practical applications.,Available,,graduate,Senior,6,2025-01-20 00:00:00,1,473,3,14,2026-07-09 00:00:00
1640,Hands-on UI/UX Design Training,This mentorship focuses on UI/UX Design with practical applications.,Available,,freshman,Junior,7,2024-03-26 00:00:00,1,674,3,14,2026-04-03 00:00:00
2293,Backend Development for Real Projects,This mentorship focuses on Backend Development with practical applications.,Available,,freshman,Beginner,9,2024-05-04 00:00:00,1,275,1,1,2024-07-30 00:00:00
735,Career Coaching for Real Projects,This mentorship focuses on Career Coaching with practical applications.,Available,,freshman,Junior,4,2025-08-31 00:00:00,1,1040,4,22,2025-11-30 00:00:00
2481,Hands-on Full Stack Development Training,This mentorship focuses on Full Stack Development with practical applications.,Available,,junior,Mid,7,2025-09-29 00:00:00,1,876,1,3,2025-12-05 00:00:00
699,Hands-on Graphic Design Training,This mentorship focuses on Graphic Design with practical applications.,Available,,freshman,Mid,10,2025-05-03 00:00:00,1,407,3,16,2025-07-25 00:00:00
1008,Mastering Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,sophomore,Beginner,8,2025-08-25 00:00:00,1,37,1,2,2026-05-30 00:00:00
244,Frontend Development for Beginners,This mentorship focuses on Frontend Development with practical applications.,Available,,freshman,Junior,10,2024-11-26 00:00:00,1,612,1,2,2025-01-29 00:00:00
2873,Mobile Development for Beginners,This mentorship focuses on Mobile Development with practical applications.,Available,,senior,Junior,7,2025-09-21 00:00:00,1,992,1,4,2025-12-21 00:00:00
2796,Introduction to Backend Development,This mentorship focuses on Backend Development with practical applications.,Available,,senior,Mid,6,2024-07-03 00:00:00,1,38,1,1,2026-06-19 00:00:00
484,Full Stack Development for Real Projects,This mentorship focuses on Full Stack Development with practical applications.,Available,,graduate,Junior,10,2024-08-02 00:00:00,1,775,1,3,2025-05-30 00:00:00
2403,Hands-on DevOps & Cloud Training,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,graduate,Beginner,3,2025-01-22 00:00:00,1,646,1,5,2025-06-21 00:00:00
2250,DevOps & Cloud for Real Projects,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,junior,Senior,6,2023-12-31 00:00:00,1,785,1,5,2026-07-04 00:00:00
1312,Introduction to Career Coaching,This mentorship focuses on Career Coaching with practical applications.,Available,,sophomore,Junior,8,2024-06-15 00:00:00,1,384,4,22,2024-09-14 00:00:00
647,Product Design for Real Projects,This mentorship focuses on Product Design with practical applications.,Available,,sophomore,Beginner,10,2025-04-22 00:00:00,1,807,3,15,2025-10-17 20:04:00
439,Mastering Mobile Development,This mentorship focuses on Mobile Development with practical applications.,Available,,graduate,Beginner,8,2025-10-13 00:00:00,1,1041,1,4,2026-01-13 00:00:00
1622,Mastering Backend Development,This mentorship focuses on Backend Development with practical applications.,Available,,graduate,Beginner,8,2025-05-08 00:00:00,1,1199,1,1,2025-08-22 00:00:00
516,Introduction to Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,graduate,Senior,10,2025-06-07 00:00:00,1,693,1,3,2026-06-02 00:00:00
914,Introduction to Product Design,This mentorship focuses on Product Design with practical applications.,Available,,freshman,Beginner,3,2024-01-29 00:00:00,1,41,3,15,2026-03-23 00:00:00
2475,Hands-on Graphic Design Training,This mentorship focuses on Graphic Design with practical applications.,Available,,graduate,Mid,5,2025-01-04 00:00:00,1,1372,3,16,2025-10-15 00:00:00
2840,DevOps & Cloud for Beginners,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Beginner,4,2024-12-16 00:00:00,1,331,1,5,2025-06-04 00:00:00
837,Mastering DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,senior,Beginner,6,2024-02-18 00:00:00,1,862,1,5,2026-07-05 00:00:00
852,Deep Learning for Real Projects,This mentorship focuses on Deep Learning with practical applications.,Available,,senior,Senior,8,2025-06-10 00:00:00,1,69,2,8,2026-06-11 00:00:00
841,DevOps & Cloud for Beginners,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,graduate,Mid,9,2025-09-04 00:00:00,1,862,1,5,2026-06-12 00:00:00
488,Mastering Branding,This mentorship focuses on Branding with practical applications.,Available,,freshman,Beginner,14,2025-05-24 00:00:00,1,535,3,18,2025-10-12 06:01:00
77,Hands-on Full Stack Development Training,This mentorship focuses on Full Stack Development with practical applications.,Available,,sophomore,Junior,11,2025-01-12 00:00:00,1,1360,1,3,2025-03-30 00:00:00
2916,Mastering Natural Language Processing,This mentorship focuses on Natural Language Processing with practical applications.,Available,,junior,Junior,5,2025-05-12 00:00:00,1,936,2,10,2025-07-20 00:00:00
704,Mastering Project Management,This mentorship focuses on Project Management with practical applications.,Available,,graduate,Senior,5,2024-03-18 00:00:00,1,327,4,21,2026-06-19 00:00:00
1459,Mobile Development for Beginners,This mentorship focuses on Mobile Development with practical applications.,Available,,freshman,Beginner,19,2024-09-23 00:00:00,1,922,1,4,2025-03-24 12:01:00
267,Deep Learning for Beginners,This mentorship focuses on Deep Learning with practical applications.,Available,,junior,Mid,10,2025-01-06 00:00:00,1,1434,2,8,2026-02-07 00:00:00
1861,Data Analysis for Beginners,This mentorship focuses on Data Analysis with practical applications.,Available,,sophomore,Beginner,8,2025-08-18 00:00:00,1,845,2,11,2025-11-16 00:00:00
449,Branding for Beginners,This mentorship focuses on Branding with practical applications.,Available,,graduate,Senior,8,2025-04-07 00:00:00,1,102,3,18,2026-06-07 00:00:00
877,Backend Development for Real Projects,This mentorship focuses on Backend Development with practical applications.,Available,,freshman,Junior,10,2024-10-31 00:00:00,1,1283,1,1,2025-01-21 00:00:00
3142,Hands-on Computer Vision Training,This mentorship focuses on Computer Vision with practical applications.,Available,,graduate,Junior,6,2024-08-10 00:00:00,1,1139,2,9,2026-07-06 00:00:00
1806,Mastering DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,graduate,Mid,9,2024-09-26 00:00:00,1,215,1,5,2024-09-29 00:00:00
2824,Hands-on System Design Training,This mentorship focuses on System Design with practical applications.,Available,,junior,Senior,5,2025-09-06 00:00:00,1,1047,1,6,2026-06-15 00:00:00
2604,Introduction to Motion Design,This mentorship focuses on Motion Design with practical applications.,Available,,freshman,Mid,8,2025-07-19 00:00:00,1,607,3,17,2025-07-30 00:00:00
2247,Mastering Business Analysis,This mentorship focuses on Business Analysis with practical applications.,Available,,sophomore,Senior,8,2025-09-17 00:00:00,1,271,4,20,2026-06-06 00:00:00
839,Introduction to DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,freshman,Junior,9,2025-06-14 00:00:00,1,862,1,5,2026-07-02 00:00:00
2754,Hands-on Graphic Design Training,This mentorship focuses on Graphic Design with practical applications.,Available,,sophomore,Mid,6,2025-08-15 00:00:00,1,1362,3,16,2026-06-14 00:00:00
1724,Introduction to DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,graduate,Senior,8,2025-10-05 00:00:00,1,466,1,5,2026-06-09 00:00:00
188,Frontend Development for Beginners,This mentorship focuses on Frontend Development with practical applications.,Available,,sophomore,Senior,5,2025-09-07 00:00:00,1,116,1,2,2026-06-05 00:00:00
1931,Hands-on Full Stack Development Training,This mentorship focuses on Full Stack Development with practical applications.,Available,,sophomore,Junior,6,2025-06-21 00:00:00,1,499,1,3,2025-08-24 00:00:00
1576,Introduction to Machine Learning,This mentorship focuses on Machine Learning with practical applications.,Available,,freshman,Beginner,17,2025-04-02 00:00:00,1,385,2,7,2025-07-01 00:00:00
1,UI/UX Design for Beginners,This mentorship focuses on UI/UX Design with practical applications.,Available,,junior,Junior,9,2025-09-23 00:00:00,1,530,3,14,2025-11-20 00:00:00
992,Hands-on Backend Development Training,This mentorship focuses on Backend Development with practical applications.,Available,,junior,Mid,8,2025-07-20 00:00:00,1,732,1,1,2026-07-10 00:00:00
2917,Introduction to Business Analysis,This mentorship focuses on Business Analysis with practical applications.,Available,,graduate,Senior,7,2025-07-12 00:00:00,1,26,4,20,2026-05-30 00:00:00
1162,Frontend Development for Beginners,This mentorship focuses on Frontend Development with practical applications.,Available,,freshman,Mid,8,2025-08-31 00:00:00,1,203,1,2,2026-06-06 00:00:00
3145,Hands-on Computer Vision Training,This mentorship focuses on Computer Vision with practical applications.,Available,,senior,Beginner,10,2025-05-22 00:00:00,1,1139,2,9,2026-05-29 00:00:00
964,Deep Learning for Beginners,This mentorship focuses on Deep Learning with practical applications.,Available,,sophomore,Senior,7,2025-09-19 00:00:00,1,440,2,8,2025-12-20 00:00:00
100,Business Analysis for Beginners,This mentorship focuses on Business Analysis with practical applications.,Available,,freshman,Mid,10,2025-09-06 00:00:00,1,32,4,20,2025-10-05 00:00:00
2159,Mastering DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,junior,Beginner,10,2025-10-03 00:00:00,1,1131,1,5,2026-01-01 00:00:00
256,Motion Design for Real Projects,This mentorship focuses on Motion Design with practical applications.,Available,,graduate,Senior,5,2025-09-07 00:00:00,1,626,3,17,2026-06-13 00:00:00
112,Product Management for Real Projects,This mentorship focuses on Product Management with practical applications.,Available,,senior,Junior,5,2025-08-28 00:00:00,1,761,4,19,2026-07-05 00:00:00
2266,Introduction to Machine Learning,This mentorship focuses on Machine Learning with practical applications.,Available,,graduate,Senior,9,2025-05-28 00:00:00,1,563,2,7,2026-06-18 00:00:00
2404,Mobile Development for Beginners,This mentorship focuses on Mobile Development with practical applications.,Available,,graduate,Junior,3,2025-05-20 00:00:00,1,646,1,4,2026-05-30 00:00:00
506,Mastering System Design,This mentorship focuses on System Design with practical applications.,Available,,graduate,Senior,10,2024-06-20 00:00:00,1,927,1,6,2024-12-16 00:00:00
1757,Introduction to System Design,This mentorship focuses on System Design with practical applications.,Available,,junior,Senior,6,2025-10-10 00:00:00,1,512,1,6,2026-06-14 00:00:00
963,Introduction to Machine Learning,This mentorship focuses on Machine Learning with practical applications.,Available,,sophomore,Mid,8,2025-06-15 00:00:00,1,440,2,7,2025-08-29 00:00:00
1110,DevOps & Cloud for Beginners,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,junior,Senior,7,2025-05-29 00:00:00,1,250,1,5,2026-06-06 00:00:00
3003,Product Design for Beginners,This mentorship focuses on Product Design with practical applications.,Available,,senior,Mid,6,2025-10-11 00:00:00,1,1237,3,15,2026-04-19 00:00:00
1247,DevOps & Cloud for Real Projects,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Senior,6,2025-02-09 00:00:00,1,840,1,5,2026-06-24 00:00:00
3180,Hands-on DevOps & Cloud Training,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,senior,Junior,3,2025-09-02 00:00:00,1,418,1,5,2026-01-15 00:00:00
2162,Mastering Backend Development,This mentorship focuses on Backend Development with practical applications.,Available,,sophomore,Mid,7,2025-10-16 00:00:00,1,1131,1,1,2025-12-22 00:00:00
2442,Introduction to DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Senior,8,2025-08-28 00:00:00,1,153,1,5,2026-06-05 00:00:00
1519,Mastering Data Analysis,This mentorship focuses on Data Analysis with practical applications.,Available,,junior,Mid,6,2025-06-25 00:00:00,1,815,2,11,2025-07-28 00:00:00
1514,Hands-on DevOps & Cloud Training,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,junior,Junior,8,2025-07-21 00:00:00,1,879,1,5,2025-11-01 00:00:00
1836,Mastering Branding,This mentorship focuses on Branding with practical applications.,Available,,sophomore,Senior,7,2025-06-17 00:00:00,1,297,3,18,2026-06-26 00:00:00
54,Mastering Product Design,This mentorship focuses on Product Design with practical applications.,Available,,sophomore,Mid,10,2025-06-09 00:00:00,1,521,3,15,2025-09-04 00:00:00
1255,Computer Vision for Real Projects,This mentorship focuses on Computer Vision with practical applications.,Available,,junior,Junior,10,2025-04-22 00:00:00,1,643,2,9,2026-06-21 00:00:00
422,Motion Design for Beginners,This mentorship focuses on Motion Design with practical applications.,Available,,junior,Mid,9,2025-10-15 00:00:00,1,1115,3,17,2025-12-13 00:00:00
373,DevOps & Cloud for Real Projects,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,graduate,Senior,10,2025-03-11 00:00:00,1,676,1,5,2025-03-19 00:00:00
1221,Data Analysis for Beginners,This mentorship focuses on Data Analysis with practical applications.,Available,,freshman,Senior,4,2024-01-25 00:00:00,1,1019,2,11,2025-09-24 00:00:00
2573,Machine Learning for Real Projects,This mentorship focuses on Machine Learning with practical applications.,Available,,graduate,Junior,3,2025-06-26 00:00:00,1,163,2,7,2026-06-04 00:00:00
845,Natural Language Processing for Beginners,This mentorship focuses on Natural Language Processing with practical applications.,Available,,junior,Mid,9,2025-08-31 00:00:00,1,1234,2,10,2025-09-28 00:00:00
61,Mastering Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,graduate,Mid,4,2025-06-19 00:00:00,1,1225,1,3,2026-06-30 00:00:00
1012,Hands-on Machine Learning Training,This mentorship focuses on Machine Learning with practical applications.,Available,,sophomore,Junior,6,2025-05-03 00:00:00,1,1452,2,7,2025-09-04 00:00:00
1793,Hands-on UI/UX Design Training,This mentorship focuses on UI/UX Design with practical applications.,Available,,senior,Mid,8,2024-10-18 00:00:00,1,1215,3,14,2024-12-02 00:00:00
622,Hands-on Career Coaching Training,This mentorship focuses on Career Coaching with practical applications.,Available,,sophomore,Mid,6,2025-04-13 00:00:00,1,576,4,22,2025-06-09 00:00:00
2057,Natural Language Processing for Real Projects,This mentorship focuses on Natural Language Processing with practical applications.,Available,,freshman,Mid,10,2025-09-26 00:00:00,1,1260,2,10,2026-06-27 00:00:00
2288,Data Analysis for Real Projects,This mentorship focuses on Data Analysis with practical applications.,Available,,graduate,Junior,6,2025-10-01 00:00:00,1,1453,2,11,2026-07-09 00:00:00
306,Hands-on Graphic Design Training,This mentorship focuses on Graphic Design with practical applications.,Available,,senior,Mid,4,2025-09-18 00:00:00,1,637,3,16,2025-09-26 00:00:00
316,Introduction to Branding,This mentorship focuses on Branding with practical applications.,Available,,freshman,Junior,6,2024-10-05 00:00:00,1,706,3,18,2024-12-26 00:00:00
1989,Mastering System Design,This mentorship focuses on System Design with practical applications.,Available,,graduate,Beginner,8,2024-06-29 00:00:00,1,1475,1,6,2026-06-28 00:00:00
3071,Introduction to Deep Learning,This mentorship focuses on Deep Learning with practical applications.,Available,,junior,Beginner,6,2024-09-07 00:00:00,1,1154,2,8,2026-06-23 00:00:00
1172,Introduction to Backend Development,This mentorship focuses on Backend Development with practical applications.,Available,,sophomore,Junior,7,2024-09-22 00:00:00,1,388,1,1,2025-04-06 03:40:00
2264,Mastering Career Coaching,This mentorship focuses on Career Coaching with practical applications.,Available,,sophomore,Beginner,20,2025-08-31 00:00:00,1,1407,4,22,2025-12-01 00:00:00
2473,Backend Development for Beginners,This mentorship focuses on Backend Development with practical applications.,Available,,senior,Junior,5,2024-07-29 00:00:00,1,500,1,1,2026-06-25 00:00:00
97,Mastering Mobile Development,This mentorship focuses on Mobile Development with practical applications.,Available,,sophomore,Mid,6,2025-05-01 00:00:00,1,239,1,4,2025-07-30 00:00:00
884,Mastering Data Analysis,This mentorship focuses on Data Analysis with practical applications.,Available,,sophomore,Senior,10,2024-02-19 00:00:00,1,71,2,11,2026-07-11 00:00:00
2636,Mastering DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,senior,Beginner,8,2024-11-12 00:00:00,1,48,1,5,2025-02-08 00:00:00
1080,Introduction to Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,sophomore,Senior,6,2025-02-03 00:00:00,1,787,1,2,2026-06-04 00:00:00
1252,Introduction to UI/UX Design,This mentorship focuses on UI/UX Design with practical applications.,Available,,graduate,Senior,9,2024-11-02 00:00:00,1,1118,3,14,2026-06-29 00:00:00
3065,Data Engineering for Beginners,This mentorship focuses on Data Engineering with practical applications.,Available,,freshman,Beginner,10,2025-10-08 00:00:00,1,34,2,13,2026-04-30 00:00:00
1364,Frontend Development for Beginners,This mentorship focuses on Frontend Development with practical applications.,Available,,junior,Senior,6,2025-03-11 00:00:00,1,605,1,2,2026-06-26 00:00:00
64,Hands-on Deep Learning Training,This mentorship focuses on Deep Learning with practical applications.,Available,,sophomore,Junior,9,2025-07-07 00:00:00,1,1422,2,8,2026-06-02 00:00:00
58,Hands-on Branding Training,This mentorship focuses on Branding with practical applications.,Available,,junior,Mid,10,2025-08-29 00:00:00,1,1164,3,18,2025-10-20 00:00:00
2059,Machine Learning for Beginners,This mentorship focuses on Machine Learning with practical applications.,Available,,junior,Senior,6,2024-11-18 00:00:00,1,460,2,7,2026-06-03 00:00:00
2489,Data Engineering for Real Projects,This mentorship focuses on Data Engineering with practical applications.,Available,,senior,Beginner,9,2025-08-15 00:00:00,1,728,2,13,2026-06-18 00:00:00
2191,Machine Learning for Real Projects,This mentorship focuses on Machine Learning with practical applications.,Available,,freshman,Beginner,7,2025-09-22 00:00:00,1,859,2,7,2026-07-06 00:00:00
2325,Hands-on Product Design Training,This mentorship focuses on Product Design with practical applications.,Available,,junior,Junior,8,2025-03-08 00:00:00,1,854,3,15,2025-04-02 00:00:00
2669,Introduction to Graphic Design,This mentorship focuses on Graphic Design with practical applications.,Available,,graduate,Beginner,9,2025-05-30 00:00:00,1,1498,3,16,2026-06-02 00:00:00
132,Hands-on DevOps & Cloud Training,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,freshman,Mid,5,2025-05-29 00:00:00,1,214,1,5,2026-06-06 00:00:00
92,Natural Language Processing for Beginners,This mentorship focuses on Natural Language Processing with practical applications.,Available,,freshman,Junior,7,2024-01-17 00:00:00,1,905,2,10,2025-01-05 00:00:00
1813,Mastering Product Management,This mentorship focuses on Product Management with practical applications.,Available,,senior,Mid,5,2025-08-20 00:00:00,1,340,4,19,2026-02-03 00:00:00
1675,Mastering Machine Learning,This mentorship focuses on Machine Learning with practical applications.,Available,,graduate,Senior,7,2025-09-13 00:00:00,1,614,2,7,2025-12-20 00:00:00
1513,Introduction to DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,junior,Beginner,7,2024-04-12 00:00:00,1,879,1,5,2024-07-06 00:00:00
331,Frontend Development for Real Projects,This mentorship focuses on Frontend Development with practical applications.,Available,,senior,Senior,8,2025-10-09 00:00:00,1,451,1,2,2026-07-06 00:00:00
2966,Hands-on Motion Design Training,This mentorship focuses on Motion Design with practical applications.,Available,,senior,Senior,8,2025-03-25 00:00:00,1,143,3,17,2025-12-22 00:00:00
1045,Mastering Computer Vision,This mentorship focuses on Computer Vision with practical applications.,Available,,junior,Mid,8,2025-10-11 00:00:00,1,96,2,9,2026-06-16 00:00:00
148,Mastering DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Mid,7,2025-08-24 00:00:00,1,540,1,5,2026-06-27 00:00:00
1775,Mastering System Design,This mentorship focuses on System Design with practical applications.,Available,,graduate,Junior,3,2025-01-14 00:00:00,1,566,1,6,2025-09-30 00:00:00
586,DevOps & Cloud for Real Projects,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,junior,Beginner,8,2025-04-04 00:00:00,1,1165,1,5,2026-07-06 00:00:00
919,Frontend Development for Beginners,This mentorship focuses on Frontend Development with practical applications.,Available,,junior,Beginner,5,2024-06-14 00:00:00,1,703,1,2,2026-06-25 00:00:00
2576,Introduction to Data Science,This mentorship focuses on Data Science with practical applications.,Available,,senior,Junior,10,2025-09-17 00:00:00,1,163,2,12,2025-11-21 00:00:00
969,System Design for Real Projects,This mentorship focuses on System Design with practical applications.,Available,,senior,Beginner,9,2025-07-23 00:00:00,1,175,1,6,2025-10-02 00:00:00
43,Hands-on Full Stack Development Training,This mentorship focuses on Full Stack Development with practical applications.,Available,,freshman,Beginner,21,2025-08-31 00:00:00,1,149,1,3,2025-11-28 00:00:00
2894,Introduction to Machine Learning,This mentorship focuses on Machine Learning with practical applications.,Available,,senior,Mid,8,2025-08-29 00:00:00,1,966,2,7,2026-06-04 00:00:00
944,Hands-on Machine Learning Training,This mentorship focuses on Machine Learning with practical applications.,Available,,sophomore,Mid,10,2024-11-23 00:00:00,1,1463,2,7,2024-12-11 00:00:00
543,Mobile Development for Beginners,This mentorship focuses on Mobile Development with practical applications.,Available,,freshman,Senior,7,2025-09-01 00:00:00,1,977,1,4,2026-07-09 00:00:00
1505,Introduction to Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,senior,Mid,6,2025-08-15 00:00:00,1,1155,1,3,2026-07-09 00:00:00
