ProgramId,Title,Description,Availability,Duration,EducationLevel,TargetLevel,Capacity,CreatedAt,ProgramPostStatus,MentorProfileId,DomainId,SubDomainId,mentor_total_programs
2349,Mastering Data Analysis,This mentorship focuses on Data Analysis with practical applications.,Available,,freshman,Mid,1,2025-06-08 00:00:00,0,838,2,11,5
1228,Introduction to System Design,This mentorship focuses on System Design with practical applications.,Available,,graduate,Beginner,1,2025-02-12 00:00:00,0,1048,1,6,4
3044,Full Stack Development for Beginners,This mentorship focuses on Full Stack Development with practical applications.,Available,,graduate,Beginner,2,2025-08-19 00:00:00,0,381,1,3,5
33,Mastering Product Design,This mentorship focuses on Product Design with practical applications.,Available,,sophomore,Junior,3,2025-07-27 00:00:00,0,295,3,15,3
1855,Introduction to Natural Language Processing,This mentorship focuses on Natural Language Processing with practical applications.,Available,,sophomore,Mid,9,2024-11-19 00:00:00,0,959,2,10,4
1665,Hands-on Computer Vision Training,This mentorship focuses on Computer Vision with practical applications.,Available,,junior,Beginner,4,2025-05-26 00:00:00,0,1456,2,9,4
2600,Entrepreneurship for Beginners,This mentorship focuses on Entrepreneurship with practical applications.,Available,,junior,Mid,10,2025-01-21 00:00:00,0,89,4,23,4
1414,Product Design for Beginners,This mentorship focuses on Product Design with practical applications.,Available,,freshman,Beginner,9,2025-09-29 00:00:00,1,255,3,15,4
761,Introduction to Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,junior,Junior,1,2025-09-29 00:00:00,0,1487,1,2,4
866,Hands-on Frontend Development Training,This mentorship focuses on Frontend Development with practical applications.,Available,,senior,Senior,2,2025-09-26 00:00:00,0,11,1,2,5
2780,Graphic Design for Beginners,This mentorship focuses on Graphic Design with practical applications.,Available,,graduate,Junior,5,2024-05-29 00:00:00,0,367,3,16,4
554,Computer Vision for Beginners,This mentorship focuses on Computer Vision with practical applications.,Available,,junior,Mid,7,2025-09-12 00:00:00,0,601,2,9,3
2899,Introduction to System Design,This mentorship focuses on System Design with practical applications.,Available,,junior,Senior,6,2024-12-27 00:00:00,0,487,1,6,3
962,Mastering System Design,This mentorship focuses on System Design with practical applications.,Available,,sophomore,Beginner,6,2025-06-26 00:00:00,0,1483,1,6,5
402,Introduction to Graphic Design,This mentorship focuses on Graphic Design with practical applications.,Available,,freshman,Senior,5,2024-11-08 00:00:00,0,209,3,16,2
2453,Introduction to Product Design,This mentorship focuses on Product Design with practical applications.,Available,,graduate,Mid,9,2024-04-25 00:00:00,0,804,3,15,3
1658,Hands-on Frontend Development Training,This mentorship focuses on Frontend Development with practical applications.,Available,,junior,Junior,7,2025-07-15 00:00:00,0,1382,1,2,4
2133,Hands-on Backend Development Training,This mentorship focuses on Backend Development with practical applications.,Available,,senior,Junior,9,2024-01-28 00:00:00,0,1357,1,1,4
2515,Branding for Beginners,This mentorship focuses on Branding with practical applications.,Available,,junior,Mid,7,2024-12-30 00:00:00,0,1198,3,18,3
1840,Mastering Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,graduate,Beginner,9,2024-04-07 00:00:00,0,234,1,3,5
2327,Hands-on Data Engineering Training,This mentorship focuses on Data Engineering with practical applications.,Available,,senior,Mid,1,2025-06-09 00:00:00,0,393,2,13,1
2024,Hands-on Machine Learning Training,This mentorship focuses on Machine Learning with practical applications.,Available,,graduate,Beginner,3,2024-12-10 00:00:00,0,202,2,7,1
3129,Career Coaching for Beginners,This mentorship focuses on Career Coaching with practical applications.,Available,,freshman,Beginner,8,2025-10-05 00:00:00,0,345,4,22,4
1446,Data Analysis for Real Projects,This mentorship focuses on Data Analysis with practical applications.,Available,,sophomore,Mid,2,2025-10-07 00:00:00,0,769,2,11,3
2146,Hands-on Data Analysis Training,This mentorship focuses on Data Analysis with practical applications.,Available,,sophomore,Mid,7,2024-07-23 00:00:00,0,976,2,11,5
3125,Hands-on Product Design Training,This mentorship focuses on Product Design with practical applications.,Available,,graduate,Junior,10,2025-07-08 00:00:00,0,1446,3,15,2
529,Motion Design for Real Projects,This mentorship focuses on Motion Design with practical applications.,Available,,graduate,Mid,7,2025-08-06 00:00:00,0,307,3,17,4
1404,Mastering Data Analysis,This mentorship focuses on Data Analysis with practical applications.,Available,,senior,Senior,9,2025-03-06 00:00:00,0,910,2,11,2
975,Deep Learning for Real Projects,This mentorship focuses on Deep Learning with practical applications.,Available,,senior,Junior,7,2025-03-30 00:00:00,0,109,2,8,4
2195,Introduction to Machine Learning,This mentorship focuses on Machine Learning with practical applications.,Available,,graduate,Beginner,2,2025-02-23 00:00:00,0,114,2,7,4
3084,Introduction to Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,junior,Beginner,8,2025-03-10 00:00:00,0,353,1,2,4
2812,Data Analysis for Real Projects,This mentorship focuses on Data Analysis with practical applications.,Available,,graduate,Beginner,4,2024-05-01 00:00:00,0,602,2,11,3
1687,Introduction to Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,graduate,Senior,5,2025-09-22 00:00:00,0,599,1,2,5
1461,Introduction to Project Management,This mentorship focuses on Project Management with practical applications.,Available,,junior,Junior,10,2025-07-23 00:00:00,0,190,4,21,4
502,Hands-on Deep Learning Training,This mentorship focuses on Deep Learning with practical applications.,Available,,junior,Junior,3,2025-10-15 00:00:00,0,549,2,8,3
477,Mastering Deep Learning,This mentorship focuses on Deep Learning with practical applications.,Available,,freshman,Mid,8,2024-10-05 00:00:00,0,59,2,8,3
3028,DevOps & Cloud for Beginners,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Senior,5,2025-02-23 00:00:00,0,863,1,5,4
2164,Mobile Development for Real Projects,This mentorship focuses on Mobile Development with practical applications.,Available,,graduate,Junior,7,2024-08-21 00:00:00,0,1398,1,4,4
1794,Mastering UI/UX Design,This mentorship focuses on UI/UX Design with practical applications.,Available,,sophomore,Beginner,3,2025-05-25 00:00:00,1,1215,3,14,4
2520,Introduction to Data Analysis,This mentorship focuses on Data Analysis with practical applications.,Available,,freshman,Beginner,2,2025-07-15 00:00:00,0,1332,2,11,4
593,Introduction to Career Coaching,This mentorship focuses on Career Coaching with practical applications.,Available,,sophomore,Beginner,5,2025-10-05 00:00:00,0,711,4,22,4
1098,Full Stack Development for Beginners,This mentorship focuses on Full Stack Development with practical applications.,Available,,graduate,Mid,4,2025-10-08 00:00:00,0,994,1,3,3
2150,Mastering System Design,This mentorship focuses on System Design with practical applications.,Available,,junior,Junior,6,2025-10-17 00:00:00,0,455,1,6,1
1963,Hands-on Data Engineering Training,This mentorship focuses on Data Engineering with practical applications.,Available,,junior,Junior,8,2025-08-03 00:00:00,0,1081,2,13,3
2080,Introduction to System Design,This mentorship focuses on System Design with practical applications.,Available,,junior,Beginner,5,2025-10-05 00:00:00,0,146,1,6,5
981,Hands-on System Design Training,This mentorship focuses on System Design with practical applications.,Available,,freshman,Beginner,8,2025-07-14 00:00:00,0,1130,1,6,4
678,Mastering Mobile Development,This mentorship focuses on Mobile Development with practical applications.,Available,,freshman,Beginner,10,2025-10-14 00:00:00,0,200,1,4,2
1135,DevOps & Cloud for Real Projects,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,graduate,Mid,2,2025-10-17 00:00:00,0,1187,1,5,4
1029,Full Stack Development for Beginners,This mentorship focuses on Full Stack Development with practical applications.,Available,,senior,Senior,7,2025-09-05 00:00:00,0,524,1,3,5
1425,DevOps & Cloud for Beginners,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Senior,3,2025-10-02 00:00:00,0,56,1,5,5
875,DevOps & Cloud for Real Projects,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,junior,Beginner,4,2024-06-27 00:00:00,0,1283,1,5,4
478,Hands-on Data Analysis Training,This mentorship focuses on Data Analysis with practical applications.,Available,,senior,Junior,5,2025-06-30 00:00:00,0,59,2,11,3
1241,Full Stack Development for Beginners,This mentorship focuses on Full Stack Development with practical applications.,Available,,junior,Mid,5,2024-12-24 00:00:00,0,410,1,3,4
2390,Full Stack Development for Beginners,This mentorship focuses on Full Stack Development with practical applications.,Available,,senior,Senior,5,2024-04-18 00:00:00,0,318,1,3,3
1072,Introduction to Graphic Design,This mentorship focuses on Graphic Design with practical applications.,Available,,senior,Beginner,6,2025-04-04 00:00:00,0,685,3,16,4
1713,Mastering Mobile Development,This mentorship focuses on Mobile Development with practical applications.,Available,,freshman,Junior,5,2025-05-24 00:00:00,0,1327,1,4,5
1539,Hands-on Product Design Training,This mentorship focuses on Product Design with practical applications.,Available,,freshman,Junior,10,2025-09-11 00:00:00,0,1251,3,15,4
1934,Product Design for Real Projects,This mentorship focuses on Product Design with practical applications.,Available,,graduate,Junior,3,2024-09-04 00:00:00,0,84,3,15,3
949,Hands-on Entrepreneurship Training,This mentorship focuses on Entrepreneurship with practical applications.,Available,,junior,Senior,2,2025-10-11 00:00:00,0,571,4,23,4
633,Mastering Data Analysis,This mentorship focuses on Data Analysis with practical applications.,Available,,junior,Beginner,3,2025-08-09 00:00:00,0,374,2,11,4
2818,Mastering Backend Development,This mentorship focuses on Backend Development with practical applications.,Available,,freshman,Junior,10,2025-05-13 00:00:00,0,281,1,1,4
983,Introduction to Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,sophomore,Junior,6,2024-11-09 00:00:00,0,211,1,2,3
711,Mastering Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,sophomore,Senior,9,2025-09-03 00:00:00,0,790,1,3,5
479,Mastering Data Analysis,This mentorship focuses on Data Analysis with practical applications.,Available,,junior,Junior,2,2025-08-21 00:00:00,0,59,2,11,3
3153,Mastering Graphic Design,This mentorship focuses on Graphic Design with practical applications.,Available,,junior,Beginner,9,2025-07-28 00:00:00,0,1476,3,16,5
1594,Mastering Machine Learning,This mentorship focuses on Machine Learning with practical applications.,Available,,senior,Senior,8,2025-06-03 00:00:00,0,293,2,7,4
205,Mastering Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,graduate,Mid,2,2025-08-06 00:00:00,0,1163,1,2,3
555,Mastering Data Engineering,This mentorship focuses on Data Engineering with practical applications.,Available,,sophomore,Senior,8,2025-10-16 00:00:00,0,601,2,13,3
737,Mastering Deep Learning,This mentorship focuses on Deep Learning with practical applications.,Available,,graduate,Senior,5,2025-01-17 00:00:00,0,835,2,8,4
2338,Data Science for Beginners,This mentorship focuses on Data Science with practical applications.,Available,,graduate,Mid,2,2025-03-27 00:00:00,0,949,2,12,4
3078,Entrepreneurship for Beginners,This mentorship focuses on Entrepreneurship with practical applications.,Available,,sophomore,Beginner,4,2025-08-01 00:00:00,0,1310,4,23,3
1814,Business Analysis for Real Projects,This mentorship focuses on Business Analysis with practical applications.,Available,,junior,Mid,8,2025-09-12 00:00:00,0,340,4,20,4
1101,Introduction to Computer Vision,This mentorship focuses on Computer Vision with practical applications.,Available,,junior,Junior,4,2025-09-05 00:00:00,0,805,2,9,4
213,Hands-on Product Design Training,This mentorship focuses on Product Design with practical applications.,Available,,graduate,Junior,10,2025-09-15 00:00:00,0,165,3,15,5
1001,Introduction to Machine Learning,This mentorship focuses on Machine Learning with practical applications.,Available,,freshman,Beginner,10,2024-10-15 00:00:00,0,91,2,7,3
393,Frontend Development for Beginners,This mentorship focuses on Frontend Development with practical applications.,Available,,senior,Senior,2,2025-10-16 00:00:00,0,903,1,2,2
1483,Hands-on Data Analysis Training,This mentorship focuses on Data Analysis with practical applications.,Available,,freshman,Senior,6,2024-12-10 00:00:00,0,1113,2,11,1
2387,Product Management for Real Projects,This mentorship focuses on Product Management with practical applications.,Available,,senior,Beginner,10,2025-07-11 00:00:00,0,1035,4,19,2
509,System Design for Real Projects,This mentorship focuses on System Design with practical applications.,Available,,freshman,Senior,4,2025-02-01 00:00:00,0,927,1,6,4
2949,Hands-on Full Stack Development Training,This mentorship focuses on Full Stack Development with practical applications.,Available,,junior,Junior,8,2025-10-03 00:00:00,0,326,1,3,4
2209,Backend Development for Real Projects,This mentorship focuses on Backend Development with practical applications.,Available,,sophomore,Junior,1,2024-10-09 00:00:00,1,836,1,1,3
1643,Introduction to Data Science,This mentorship focuses on Data Science with practical applications.,Available,,junior,Senior,9,2025-06-02 00:00:00,0,684,2,12,3
1635,Introduction to Data Engineering,This mentorship focuses on Data Engineering with practical applications.,Available,,sophomore,Mid,6,2025-08-18 00:00:00,0,187,2,13,3
125,Introduction to Backend Development,This mentorship focuses on Backend Development with practical applications.,Available,,junior,Senior,6,2025-10-15 00:00:00,0,14,1,1,3
1468,DevOps & Cloud for Real Projects,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,senior,Senior,6,2025-10-11 00:00:00,0,980,1,5,4
2926,Mastering Mobile Development,This mentorship focuses on Mobile Development with practical applications.,Available,,sophomore,Junior,8,2025-06-21 00:00:00,0,1107,1,4,1
272,Mastering Product Design,This mentorship focuses on Product Design with practical applications.,Available,,junior,Beginner,8,2025-06-06 00:00:00,0,1185,3,15,3
1265,Product Management for Real Projects,This mentorship focuses on Product Management with practical applications.,Available,,sophomore,Mid,10,2024-08-30 00:00:00,0,1080,4,19,3
1590,Hands-on Mobile Development Training,This mentorship focuses on Mobile Development with practical applications.,Available,,graduate,Beginner,9,2025-04-10 00:00:00,0,718,1,4,5
2524,Product Management for Real Projects,This mentorship focuses on Product Management with practical applications.,Available,,junior,Mid,3,2025-06-26 00:00:00,0,172,4,19,1
1411,Graphic Design for Real Projects,This mentorship focuses on Graphic Design with practical applications.,Available,,senior,Junior,3,2025-02-10 00:00:00,0,255,3,16,4
2485,Introduction to Graphic Design,This mentorship focuses on Graphic Design with practical applications.,Available,,senior,Senior,2,2025-09-24 00:00:00,0,50,3,16,3
2038,Hands-on Mobile Development Training,This mentorship focuses on Mobile Development with practical applications.,Available,,freshman,Senior,2,2025-08-31 00:00:00,0,783,1,4,4
1947,Frontend Development for Real Projects,This mentorship focuses on Frontend Development with practical applications.,Available,,sophomore,Beginner,5,2025-05-08 00:00:00,0,1321,1,2,1
1592,Mastering Machine Learning,This mentorship focuses on Machine Learning with practical applications.,Available,,graduate,Senior,6,2024-12-12 00:00:00,0,293,2,7,4
2768,Hands-on Computer Vision Training,This mentorship focuses on Computer Vision with practical applications.,Available,,sophomore,Beginner,10,2025-10-15 00:00:00,1,525,2,9,3
2490,Deep Learning for Beginners,This mentorship focuses on Deep Learning with practical applications.,Available,,sophomore,Junior,4,2025-08-26 00:00:00,0,728,2,8,3
2725,Hands-on UI/UX Design Training,This mentorship focuses on UI/UX Design with practical applications.,Available,,graduate,Senior,10,2025-07-03 00:00:00,0,889,3,14,5
431,Mastering Backend Development,This mentorship focuses on Backend Development with practical applications.,Available,,senior,Beginner,3,2024-11-01 00:00:00,0,147,1,1,5
1584,Mastering Mobile Development,This mentorship focuses on Mobile Development with practical applications.,Available,,graduate,Senior,4,2025-08-04 00:00:00,0,92,1,4,3
520,Backend Development for Real Projects,This mentorship focuses on Backend Development with practical applications.,Available,,freshman,Junior,6,2025-05-05 00:00:00,0,158,1,1,3
830,Hands-on UI/UX Design Training,This mentorship focuses on UI/UX Design with practical applications.,Available,,freshman,Beginner,2,2025-10-15 00:00:00,1,660,3,14,4
2441,System Design for Beginners,This mentorship focuses on System Design with practical applications.,Available,,sophomore,Beginner,2,2025-03-14 00:00:00,0,153,1,6,3
2416,Hands-on Data Analysis Training,This mentorship focuses on Data Analysis with practical applications.,Available,,senior,Mid,8,2025-02-04 00:00:00,0,253,2,11,3
2158,Frontend Development for Real Projects,This mentorship focuses on Frontend Development with practical applications.,Available,,graduate,Beginner,5,2025-09-24 00:00:00,0,1391,1,2,3
2361,Hands-on Computer Vision Training,This mentorship focuses on Computer Vision with practical applications.,Available,,sophomore,Senior,5,2025-08-29 00:00:00,0,1345,2,9,4
1244,Full Stack Development for Beginners,This mentorship focuses on Full Stack Development with practical applications.,Available,,freshman,Junior,9,2025-06-18 00:00:00,0,410,1,3,4
179,Project Management for Beginners,This mentorship focuses on Project Management with practical applications.,Available,,sophomore,Senior,10,2025-10-12 00:00:00,0,402,4,21,4
2493,Motion Design for Beginners,This mentorship focuses on Motion Design with practical applications.,Available,,senior,Mid,8,2025-04-19 00:00:00,0,1098,3,17,3
1526,Business Analysis for Beginners,This mentorship focuses on Business Analysis with practical applications.,Available,,freshman,Senior,3,2025-08-06 00:00:00,0,88,4,20,3
2942,Introduction to Data Analysis,This mentorship focuses on Data Analysis with practical applications.,Available,,senior,Junior,3,2025-10-12 00:00:00,0,299,2,11,4
2509,Introduction to Data Science,This mentorship focuses on Data Science with practical applications.,Available,,sophomore,Beginner,10,2025-08-03 00:00:00,0,1379,2,12,5
2901,Hands-on Natural Language Processing Training,This mentorship focuses on Natural Language Processing with practical applications.,Available,,senior,Beginner,1,2025-09-09 00:00:00,0,1328,2,10,4
874,Introduction to Graphic Design,This mentorship focuses on Graphic Design with practical applications.,Available,,freshman,Junior,3,2025-08-23 00:00:00,0,419,3,16,2
1481,Introduction to Business Analysis,This mentorship focuses on Business Analysis with practical applications.,Available,,sophomore,Mid,6,2025-05-22 00:00:00,0,880,4,20,4
276,Mastering Branding,This mentorship focuses on Branding with practical applications.,Available,,graduate,Senior,2,2025-02-27 00:00:00,0,108,3,18,3
2253,Hands-on DevOps & Cloud Training,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,junior,Mid,10,2025-09-04 00:00:00,0,785,1,5,4
1011,Motion Design for Beginners,This mentorship focuses on Motion Design with practical applications.,Available,,junior,Senior,1,2025-03-02 00:00:00,0,269,3,17,1
924,Introduction to Entrepreneurship,This mentorship focuses on Entrepreneurship with practical applications.,Available,,junior,Junior,5,2025-08-15 00:00:00,0,696,4,23,3
2795,Product Design for Beginners,This mentorship focuses on Product Design with practical applications.,Available,,senior,Mid,7,2025-10-12 00:00:00,0,1494,3,15,4
1127,Hands-on Frontend Development Training,This mentorship focuses on Frontend Development with practical applications.,Available,,freshman,Mid,9,2025-09-04 00:00:00,0,956,1,2,3
1498,Data Analysis for Real Projects,This mentorship focuses on Data Analysis with practical applications.,Available,,junior,Beginner,8,2025-06-23 00:00:00,0,1194,2,11,3
273,UI/UX Design for Real Projects,This mentorship focuses on UI/UX Design with practical applications.,Available,,graduate,Mid,3,2025-07-09 00:00:00,0,1185,3,14,3
3070,Backend Development for Real Projects,This mentorship focuses on Backend Development with practical applications.,Available,,junior,Junior,2,2025-09-15 00:00:00,0,1112,1,1,5
756,Frontend Development for Beginners,This mentorship focuses on Frontend Development with practical applications.,Available,,sophomore,Junior,5,2024-04-12 00:00:00,0,641,1,2,2
1363,Introduction to DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Senior,5,2025-07-11 00:00:00,0,603,1,5,1
59,Full Stack Development for Real Projects,This mentorship focuses on Full Stack Development with practical applications.,Available,,freshman,Senior,5,2025-03-31 00:00:00,0,1225,1,3,5
1323,Data Analysis for Real Projects,This mentorship focuses on Data Analysis with practical applications.,Available,,senior,Senior,8,2025-09-19 00:00:00,0,1224,2,11,3
90,Hands-on Product Design Training,This mentorship focuses on Product Design with practical applications.,Available,,senior,Senior,2,2025-08-28 00:00:00,0,447,3,15,1
1739,Hands-on System Design Training,This mentorship focuses on System Design with practical applications.,Available,,junior,Beginner,6,2025-09-21 00:00:00,0,1045,1,6,5
3086,System Design for Real Projects,This mentorship focuses on System Design with practical applications.,Available,,senior,Junior,8,2025-07-24 00:00:00,0,353,1,6,4
130,Business Analysis for Beginners,This mentorship focuses on Business Analysis with practical applications.,Available,,sophomore,Senior,5,2025-08-07 00:00:00,0,1436,4,20,5
2708,Introduction to DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,freshman,Junior,5,2024-09-08 00:00:00,0,503,1,5,4
2564,Mastering Project Management,This mentorship focuses on Project Management with practical applications.,Available,,sophomore,Senior,7,2024-12-12 00:00:00,0,1313,4,21,3
1198,Business Analysis for Beginners,This mentorship focuses on Business Analysis with practical applications.,Available,,graduate,Junior,7,2025-06-21 00:00:00,0,1385,4,20,5
1700,Backend Development for Real Projects,This mentorship focuses on Backend Development with practical applications.,Available,,graduate,Senior,3,2024-06-28 00:00:00,0,350,1,1,4
2000,Data Science for Real Projects,This mentorship focuses on Data Science with practical applications.,Available,,freshman,Junior,6,2025-06-01 00:00:00,0,925,2,12,1
2846,Full Stack Development for Real Projects,This mentorship focuses on Full Stack Development with practical applications.,Available,,freshman,Mid,10,2025-09-11 00:00:00,0,771,1,3,3
3066,Hands-on System Design Training,This mentorship focuses on System Design with practical applications.,Available,,freshman,Junior,2,2025-04-15 00:00:00,1,1112,1,6,5
763,Mastering Backend Development,This mentorship focuses on Backend Development with practical applications.,Available,,junior,Mid,4,2025-07-10 00:00:00,0,1008,1,1,4
476,Mastering Data Science,This mentorship focuses on Data Science with practical applications.,Available,,sophomore,Mid,2,2025-03-24 00:00:00,0,1359,2,12,3
423,Graphic Design for Beginners,This mentorship focuses on Graphic Design with practical applications.,Available,,freshman,Senior,10,2025-04-02 00:00:00,0,672,3,16,4
1340,Hands-on Data Science Training,This mentorship focuses on Data Science with practical applications.,Available,,senior,Beginner,7,2024-11-30 00:00:00,0,532,2,12,4
1991,Data Science for Real Projects,This mentorship focuses on Data Science with practical applications.,Available,,freshman,Junior,3,2024-06-29 00:00:00,0,1114,2,12,4
2454,UI/UX Design for Real Projects,This mentorship focuses on UI/UX Design with practical applications.,Available,,freshman,Beginner,2,2024-06-18 00:00:00,0,804,3,14,3
1541,Mastering Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,graduate,Beginner,3,2025-04-03 00:00:00,0,1142,1,2,2
3176,Hands-on Data Engineering Training,This mentorship focuses on Data Engineering with practical applications.,Available,,graduate,Beginner,9,2025-04-08 00:00:00,0,1473,2,13,1
1175,Full Stack Development for Beginners,This mentorship focuses on Full Stack Development with practical applications.,Available,,junior,Mid,9,2024-11-05 00:00:00,0,42,1,3,2
3063,Introduction to Data Engineering,This mentorship focuses on Data Engineering with practical applications.,Available,,freshman,Senior,2,2025-08-02 00:00:00,0,34,2,13,5
2151,Introduction to Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,freshman,Beginner,5,2024-07-29 00:00:00,1,1063,1,2,4
2677,Mastering Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,sophomore,Junior,8,2025-10-12 00:00:00,0,594,1,3,1
1197,Project Management for Real Projects,This mentorship focuses on Project Management with practical applications.,Available,,sophomore,Beginner,8,2025-06-09 00:00:00,1,1385,4,21,5
1796,Mastering System Design,This mentorship focuses on System Design with practical applications.,Available,,senior,Mid,10,2024-08-17 00:00:00,0,359,1,6,4
1309,Hands-on UI/UX Design Training,This mentorship focuses on UI/UX Design with practical applications.,Available,,graduate,Junior,9,2025-09-29 00:00:00,0,1421,3,14,5
138,Product Design for Real Projects,This mentorship focuses on Product Design with practical applications.,Available,,freshman,Senior,10,2024-11-12 00:00:00,0,1240,3,15,2
2882,Product Design for Beginners,This mentorship focuses on Product Design with practical applications.,Available,,senior,Beginner,6,2025-06-25 00:00:00,0,529,3,15,4
514,Mastering Product Management,This mentorship focuses on Product Management with practical applications.,Available,,senior,Junior,7,2025-09-10 00:00:00,0,1387,4,19,5
3087,Graphic Design for Real Projects,This mentorship focuses on Graphic Design with practical applications.,Available,,sophomore,Beginner,2,2024-05-23 00:00:00,0,1471,3,16,1
712,Mastering Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,graduate,Mid,4,2025-09-15 00:00:00,0,790,1,2,5
2533,Mastering Backend Development,This mentorship focuses on Backend Development with practical applications.,Available,,freshman,Beginner,8,2024-06-11 00:00:00,0,620,1,1,2
922,Mastering Career Coaching,This mentorship focuses on Career Coaching with practical applications.,Available,,senior,Senior,7,2025-05-26 00:00:00,0,696,4,22,3
3019,Mastering DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,senior,Junior,4,2025-07-23 00:00:00,0,105,1,5,3
3187,Full Stack Development for Beginners,This mentorship focuses on Full Stack Development with practical applications.,Available,,junior,Mid,5,2025-08-28 00:00:00,0,661,1,3,4
2048,Mobile Development for Real Projects,This mentorship focuses on Mobile Development with practical applications.,Available,,freshman,Senior,4,2025-06-15 00:00:00,0,1432,1,4,3
2447,DevOps & Cloud for Real Projects,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,graduate,Mid,8,2025-10-02 00:00:00,0,330,1,5,4
369,System Design for Real Projects,This mentorship focuses on System Design with practical applications.,Available,,senior,Beginner,2,2025-05-10 00:00:00,0,365,1,6,5
541,Hands-on Frontend Development Training,This mentorship focuses on Frontend Development with practical applications.,Available,,graduate,Junior,7,2025-08-24 00:00:00,0,977,1,2,4
338,Introduction to Mobile Development,This mentorship focuses on Mobile Development with practical applications.,Available,,junior,Junior,10,2025-10-03 00:00:00,0,814,1,4,4
1830,Introduction to Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,freshman,Junior,8,2025-08-21 00:00:00,0,1057,1,2,4
88,Frontend Development for Beginners,This mentorship focuses on Frontend Development with practical applications.,Available,,senior,Mid,10,2025-02-16 00:00:00,0,489,1,2,2
748,Hands-on Product Design Training,This mentorship focuses on Product Design with practical applications.,Available,,sophomore,Junior,3,2025-05-18 00:00:00,1,336,3,15,5
2375,Introduction to Deep Learning,This mentorship focuses on Deep Learning with practical applications.,Available,,freshman,Junior,6,2025-02-07 00:00:00,0,1150,2,8,2
1300,Hands-on Entrepreneurship Training,This mentorship focuses on Entrepreneurship with practical applications.,Available,,graduate,Mid,2,2025-08-30 00:00:00,0,1304,4,23,3
656,Backend Development for Beginners,This mentorship focuses on Backend Development with practical applications.,Available,,senior,Mid,2,2024-12-15 00:00:00,0,632,1,1,2
2078,Hands-on DevOps & Cloud Training,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,senior,Senior,2,2024-08-15 00:00:00,0,930,1,5,2
2756,Introduction to UI/UX Design,This mentorship focuses on UI/UX Design with practical applications.,Available,,freshman,Senior,6,2025-10-16 00:00:00,0,1362,3,14,3
420,Introduction to Product Design,This mentorship focuses on Product Design with practical applications.,Available,,graduate,Mid,4,2025-05-04 00:00:00,0,1486,3,15,3
2206,Mastering Data Engineering,This mentorship focuses on Data Engineering with practical applications.,Available,,freshman,Junior,3,2024-11-26 00:00:00,0,757,2,13,4
726,DevOps & Cloud for Real Projects,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,graduate,Mid,4,2024-12-12 00:00:00,0,955,1,5,3
469,Entrepreneurship for Beginners,This mentorship focuses on Entrepreneurship with practical applications.,Available,,graduate,Mid,4,2025-10-14 00:00:00,0,1024,4,23,3
2544,Introduction to Natural Language Processing,This mentorship focuses on Natural Language Processing with practical applications.,Available,,junior,Senior,7,2024-10-26 00:00:00,0,1295,2,10,5
2821,DevOps & Cloud for Real Projects,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,graduate,Senior,4,2024-11-27 00:00:00,0,490,1,5,5
2628,Mastering Entrepreneurship,This mentorship focuses on Entrepreneurship with practical applications.,Available,,freshman,Senior,5,2025-09-01 00:00:00,0,991,4,23,3
1897,Full Stack Development for Beginners,This mentorship focuses on Full Stack Development with practical applications.,Available,,junior,Senior,3,2025-09-22 00:00:00,0,698,1,3,5
1523,Mastering Product Management,This mentorship focuses on Product Management with practical applications.,Available,,freshman,Junior,6,2025-01-03 00:00:00,0,615,4,19,1
2335,Introduction to Natural Language Processing,This mentorship focuses on Natural Language Processing with practical applications.,Available,,sophomore,Junior,5,2024-10-09 00:00:00,0,949,2,10,4
989,UI/UX Design for Real Projects,This mentorship focuses on UI/UX Design with practical applications.,Available,,freshman,Beginner,9,2025-07-28 00:00:00,0,1450,3,14,1
