ProgramId,Title,Description,Availability,Duration,EducationLevel,TargetLevel,Capacity,CreatedAt,ProgramPostStatus,MentorProfileId,DomainId,SubDomainId
837,Mastering DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,senior,Beginner,6,2024-02-18 00:00:00,0,862,1,5
852,Deep Learning for Real Projects,This mentorship focuses on Deep Learning with practical applications.,Available,,senior,Senior,8,2025-06-10 00:00:00,0,69,2,8
841,DevOps & Cloud for Beginners,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,graduate,Mid,9,2025-09-04 00:00:00,0,862,1,5
488,Mastering Branding,This mentorship focuses on Branding with practical applications.,Available,,freshman,Beginner,6,2025-05-24 00:00:00,1,535,3,18
77,Hands-on Full Stack Development Training,This mentorship focuses on Full Stack Development with practical applications.,Available,,sophomore,Junior,5,2025-01-12 00:00:00,0,1360,1,3
2916,Mastering Natural Language Processing,This mentorship focuses on Natural Language Processing with practical applications.,Available,,junior,Junior,2,2025-05-12 00:00:00,0,936,2,10
704,Mastering Project Management,This mentorship focuses on Project Management with practical applications.,Available,,graduate,Senior,4,2024-03-18 00:00:00,0,327,4,21
1459,Mobile Development for Beginners,This mentorship focuses on Mobile Development with practical applications.,Available,,freshman,Beginner,8,2024-09-23 00:00:00,1,922,1,4
267,Deep Learning for Beginners,This mentorship focuses on Deep Learning with practical applications.,Available,,junior,Mid,10,2025-01-06 00:00:00,0,1434,2,8
1861,Data Analysis for Beginners,This mentorship focuses on Data Analysis with practical applications.,Available,,sophomore,Beginner,2,2025-08-18 00:00:00,1,845,2,11
449,Branding for Beginners,This mentorship focuses on Branding with practical applications.,Available,,graduate,Senior,3,2025-04-07 00:00:00,0,102,3,18
877,Backend Development for Real Projects,This mentorship focuses on Backend Development with practical applications.,Available,,freshman,Junior,10,2024-10-31 00:00:00,0,1283,1,1
3142,Hands-on Computer Vision Training,This mentorship focuses on Computer Vision with practical applications.,Available,,graduate,Junior,3,2024-08-10 00:00:00,0,1139,2,9
1806,Mastering DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,graduate,Mid,9,2024-09-26 00:00:00,0,215,1,5
2824,Hands-on System Design Training,This mentorship focuses on System Design with practical applications.,Available,,junior,Senior,5,2025-09-06 00:00:00,0,1047,1,6
2604,Introduction to Motion Design,This mentorship focuses on Motion Design with practical applications.,Available,,freshman,Mid,7,2025-07-19 00:00:00,0,607,3,17
2247,Mastering Business Analysis,This mentorship focuses on Business Analysis with practical applications.,Available,,sophomore,Senior,8,2025-09-17 00:00:00,0,271,4,20
839,Introduction to DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,freshman,Junior,9,2025-06-14 00:00:00,0,862,1,5
2754,Hands-on Graphic Design Training,This mentorship focuses on Graphic Design with practical applications.,Available,,sophomore,Mid,6,2025-08-15 00:00:00,0,1362,3,16
1724,Introduction to DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,graduate,Senior,8,2025-10-05 00:00:00,0,466,1,5
188,Frontend Development for Beginners,This mentorship focuses on Frontend Development with practical applications.,Available,,sophomore,Senior,2,2025-09-07 00:00:00,0,116,1,2
1931,Hands-on Full Stack Development Training,This mentorship focuses on Full Stack Development with practical applications.,Available,,sophomore,Junior,2,2025-06-21 00:00:00,0,499,1,3
1576,Introduction to Machine Learning,This mentorship focuses on Machine Learning with practical applications.,Available,,freshman,Beginner,12,2025-04-02 00:00:00,1,385,2,7
1,UI/UX Design for Beginners,This mentorship focuses on UI/UX Design with practical applications.,Available,,junior,Junior,8,2025-09-23 00:00:00,0,530,3,14
992,Hands-on Backend Development Training,This mentorship focuses on Backend Development with practical applications.,Available,,junior,Mid,7,2025-07-20 00:00:00,0,732,1,1
2917,Introduction to Business Analysis,This mentorship focuses on Business Analysis with practical applications.,Available,,graduate,Senior,3,2025-07-12 00:00:00,0,26,4,20
1162,Frontend Development for Beginners,This mentorship focuses on Frontend Development with practical applications.,Available,,freshman,Mid,1,2025-08-31 00:00:00,0,203,1,2
3145,Hands-on Computer Vision Training,This mentorship focuses on Computer Vision with practical applications.,Available,,senior,Beginner,10,2025-05-22 00:00:00,0,1139,2,9
964,Deep Learning for Beginners,This mentorship focuses on Deep Learning with practical applications.,Available,,sophomore,Senior,3,2025-09-19 00:00:00,0,440,2,8
100,Business Analysis for Beginners,This mentorship focuses on Business Analysis with practical applications.,Available,,freshman,Mid,10,2025-09-06 00:00:00,0,32,4,20
2159,Mastering DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,junior,Beginner,5,2025-10-03 00:00:00,0,1131,1,5
256,Motion Design for Real Projects,This mentorship focuses on Motion Design with practical applications.,Available,,graduate,Senior,3,2025-09-07 00:00:00,0,626,3,17
112,Product Management for Real Projects,This mentorship focuses on Product Management with practical applications.,Available,,senior,Junior,3,2025-08-28 00:00:00,0,761,4,19
2266,Introduction to Machine Learning,This mentorship focuses on Machine Learning with practical applications.,Available,,graduate,Senior,9,2025-05-28 00:00:00,0,563,2,7
2404,Mobile Development for Beginners,This mentorship focuses on Mobile Development with practical applications.,Available,,graduate,Junior,2,2025-05-20 00:00:00,0,646,1,4
506,Mastering System Design,This mentorship focuses on System Design with practical applications.,Available,,graduate,Senior,10,2024-06-20 00:00:00,0,927,1,6
1757,Introduction to System Design,This mentorship focuses on System Design with practical applications.,Available,,junior,Senior,6,2025-10-10 00:00:00,0,512,1,6
963,Introduction to Machine Learning,This mentorship focuses on Machine Learning with practical applications.,Available,,sophomore,Mid,8,2025-06-15 00:00:00,0,440,2,7
1110,DevOps & Cloud for Beginners,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,junior,Senior,3,2025-05-29 00:00:00,0,250,1,5
3003,Product Design for Beginners,This mentorship focuses on Product Design with practical applications.,Available,,senior,Mid,2,2025-10-11 00:00:00,0,1237,3,15
1247,DevOps & Cloud for Real Projects,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Senior,6,2025-02-09 00:00:00,0,840,1,5
3180,Hands-on DevOps & Cloud Training,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,senior,Junior,2,2025-09-02 00:00:00,0,418,1,5
2162,Mastering Backend Development,This mentorship focuses on Backend Development with practical applications.,Available,,sophomore,Mid,5,2025-10-16 00:00:00,0,1131,1,1
2442,Introduction to DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Senior,8,2025-08-28 00:00:00,0,153,1,5
1519,Mastering Data Analysis,This mentorship focuses on Data Analysis with practical applications.,Available,,junior,Mid,4,2025-06-25 00:00:00,0,815,2,11
1514,Hands-on DevOps & Cloud Training,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,junior,Junior,8,2025-07-21 00:00:00,0,879,1,5
1836,Mastering Branding,This mentorship focuses on Branding with practical applications.,Available,,sophomore,Senior,7,2025-06-17 00:00:00,0,297,3,18
54,Mastering Product Design,This mentorship focuses on Product Design with practical applications.,Available,,sophomore,Mid,1,2025-06-09 00:00:00,1,521,3,15
1255,Computer Vision for Real Projects,This mentorship focuses on Computer Vision with practical applications.,Available,,junior,Junior,10,2025-04-22 00:00:00,0,643,2,9
422,Motion Design for Beginners,This mentorship focuses on Motion Design with practical applications.,Available,,junior,Mid,4,2025-10-15 00:00:00,0,1115,3,17
373,DevOps & Cloud for Real Projects,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,graduate,Senior,10,2025-03-11 00:00:00,0,676,1,5
1221,Data Analysis for Beginners,This mentorship focuses on Data Analysis with practical applications.,Available,,freshman,Senior,3,2024-01-25 00:00:00,0,1019,2,11
2573,Machine Learning for Real Projects,This mentorship focuses on Machine Learning with practical applications.,Available,,graduate,Junior,1,2025-06-26 00:00:00,0,163,2,7
845,Natural Language Processing for Beginners,This mentorship focuses on Natural Language Processing with practical applications.,Available,,junior,Mid,9,2025-08-31 00:00:00,0,1234,2,10
61,Mastering Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,graduate,Mid,1,2025-06-19 00:00:00,0,1225,1,3
1012,Hands-on Machine Learning Training,This mentorship focuses on Machine Learning with practical applications.,Available,,sophomore,Junior,6,2025-05-03 00:00:00,0,1452,2,7
1793,Hands-on UI/UX Design Training,This mentorship focuses on UI/UX Design with practical applications.,Available,,senior,Mid,2,2024-10-18 00:00:00,0,1215,3,14
622,Hands-on Career Coaching Training,This mentorship focuses on Career Coaching with practical applications.,Available,,sophomore,Mid,1,2025-04-13 00:00:00,1,576,4,22
2057,Natural Language Processing for Real Projects,This mentorship focuses on Natural Language Processing with practical applications.,Available,,freshman,Mid,10,2025-09-26 00:00:00,0,1260,2,10
2288,Data Analysis for Real Projects,This mentorship focuses on Data Analysis with practical applications.,Available,,graduate,Junior,3,2025-10-01 00:00:00,0,1453,2,11
306,Hands-on Graphic Design Training,This mentorship focuses on Graphic Design with practical applications.,Available,,senior,Mid,4,2025-09-18 00:00:00,0,637,3,16
316,Introduction to Branding,This mentorship focuses on Branding with practical applications.,Available,,freshman,Junior,6,2024-10-05 00:00:00,0,706,3,18
1989,Mastering System Design,This mentorship focuses on System Design with practical applications.,Available,,graduate,Beginner,8,2024-06-29 00:00:00,0,1475,1,6
3071,Introduction to Deep Learning,This mentorship focuses on Deep Learning with practical applications.,Available,,junior,Beginner,3,2024-09-07 00:00:00,0,1154,2,8
1172,Introduction to Backend Development,This mentorship focuses on Backend Development with practical applications.,Available,,sophomore,Junior,7,2024-09-22 00:00:00,0,388,1,1
2264,Mastering Career Coaching,This mentorship focuses on Career Coaching with practical applications.,Available,,sophomore,Beginner,7,2025-08-31 00:00:00,1,1407,4,22
2473,Backend Development for Beginners,This mentorship focuses on Backend Development with practical applications.,Available,,senior,Junior,3,2024-07-29 00:00:00,0,500,1,1
97,Mastering Mobile Development,This mentorship focuses on Mobile Development with practical applications.,Available,,sophomore,Mid,1,2025-05-01 00:00:00,0,239,1,4
884,Mastering Data Analysis,This mentorship focuses on Data Analysis with practical applications.,Available,,sophomore,Senior,10,2024-02-19 00:00:00,0,71,2,11
2636,Mastering DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,senior,Beginner,7,2024-11-12 00:00:00,0,48,1,5
1080,Introduction to Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,sophomore,Senior,5,2025-02-03 00:00:00,0,787,1,2
1252,Introduction to UI/UX Design,This mentorship focuses on UI/UX Design with practical applications.,Available,,graduate,Senior,9,2024-11-02 00:00:00,0,1118,3,14
3065,Data Engineering for Beginners,This mentorship focuses on Data Engineering with practical applications.,Available,,freshman,Beginner,10,2025-10-08 00:00:00,0,34,2,13
1364,Frontend Development for Beginners,This mentorship focuses on Frontend Development with practical applications.,Available,,junior,Senior,6,2025-03-11 00:00:00,0,605,1,2
64,Hands-on Deep Learning Training,This mentorship focuses on Deep Learning with practical applications.,Available,,sophomore,Junior,9,2025-07-07 00:00:00,0,1422,2,8
58,Hands-on Branding Training,This mentorship focuses on Branding with practical applications.,Available,,junior,Mid,10,2025-08-29 00:00:00,0,1164,3,18
2059,Machine Learning for Beginners,This mentorship focuses on Machine Learning with practical applications.,Available,,junior,Senior,1,2024-11-18 00:00:00,0,460,2,7
2489,Data Engineering for Real Projects,This mentorship focuses on Data Engineering with practical applications.,Available,,senior,Beginner,9,2025-08-15 00:00:00,0,728,2,13
2191,Machine Learning for Real Projects,This mentorship focuses on Machine Learning with practical applications.,Available,,freshman,Beginner,7,2025-09-22 00:00:00,0,859,2,7
2325,Hands-on Product Design Training,This mentorship focuses on Product Design with practical applications.,Available,,junior,Junior,4,2025-03-08 00:00:00,0,854,3,15
2669,Introduction to Graphic Design,This mentorship focuses on Graphic Design with practical applications.,Available,,graduate,Beginner,9,2025-05-30 00:00:00,0,1498,3,16
132,Hands-on DevOps & Cloud Training,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,freshman,Mid,5,2025-05-29 00:00:00,0,214,1,5
92,Natural Language Processing for Beginners,This mentorship focuses on Natural Language Processing with practical applications.,Available,,freshman,Junior,7,2024-01-17 00:00:00,0,905,2,10
1813,Mastering Product Management,This mentorship focuses on Product Management with practical applications.,Available,,senior,Mid,5,2025-08-20 00:00:00,0,340,4,19
1675,Mastering Machine Learning,This mentorship focuses on Machine Learning with practical applications.,Available,,graduate,Senior,7,2025-09-13 00:00:00,0,614,2,7
1513,Introduction to DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,junior,Beginner,4,2024-04-12 00:00:00,0,879,1,5
331,Frontend Development for Real Projects,This mentorship focuses on Frontend Development with practical applications.,Available,,senior,Senior,8,2025-10-09 00:00:00,0,451,1,2
2966,Hands-on Motion Design Training,This mentorship focuses on Motion Design with practical applications.,Available,,senior,Senior,8,2025-03-25 00:00:00,0,143,3,17
1045,Mastering Computer Vision,This mentorship focuses on Computer Vision with practical applications.,Available,,junior,Mid,3,2025-10-11 00:00:00,0,96,2,9
148,Mastering DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Mid,7,2025-08-24 00:00:00,0,540,1,5
1775,Mastering System Design,This mentorship focuses on System Design with practical applications.,Available,,graduate,Junior,2,2025-01-14 00:00:00,0,566,1,6
586,DevOps & Cloud for Real Projects,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,junior,Beginner,5,2025-04-04 00:00:00,0,1165,1,5
919,Frontend Development for Beginners,This mentorship focuses on Frontend Development with practical applications.,Available,,junior,Beginner,4,2024-06-14 00:00:00,0,703,1,2
2576,Introduction to Data Science,This mentorship focuses on Data Science with practical applications.,Available,,senior,Junior,7,2025-09-17 00:00:00,0,163,2,12
969,System Design for Real Projects,This mentorship focuses on System Design with practical applications.,Available,,senior,Beginner,3,2025-07-23 00:00:00,0,175,1,6
43,Hands-on Full Stack Development Training,This mentorship focuses on Full Stack Development with practical applications.,Available,,freshman,Beginner,10,2025-08-31 00:00:00,1,149,1,3
2894,Introduction to Machine Learning,This mentorship focuses on Machine Learning with practical applications.,Available,,senior,Mid,8,2025-08-29 00:00:00,0,966,2,7
944,Hands-on Machine Learning Training,This mentorship focuses on Machine Learning with practical applications.,Available,,sophomore,Mid,10,2024-11-23 00:00:00,0,1463,2,7
543,Mobile Development for Beginners,This mentorship focuses on Mobile Development with practical applications.,Available,,freshman,Senior,7,2025-09-01 00:00:00,0,977,1,4
1505,Introduction to Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,senior,Mid,1,2025-08-15 00:00:00,0,1155,1,3
2994,Introduction to Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,sophomore,Junior,4,2024-08-04 00:00:00,0,720,1,2
2461,Hands-on System Design Training,This mentorship focuses on System Design with practical applications.,Available,,freshman,Senior,5,2025-06-25 00:00:00,0,721,1,6
3191,Backend Development for Real Projects,This mentorship focuses on Backend Development with practical applications.,Available,,senior,Mid,10,2025-10-06 00:00:00,0,830,1,1
1129,Hands-on Frontend Development Training,This mentorship focuses on Frontend Development with practical applications.,Available,,junior,Beginner,5,2025-03-26 00:00:00,0,737,1,2
1046,Mastering Deep Learning,This mentorship focuses on Deep Learning with practical applications.,Available,,graduate,Senior,2,2025-10-13 00:00:00,0,96,2,8
2869,Computer Vision for Beginners,This mentorship focuses on Computer Vision with practical applications.,Available,,junior,Mid,2,2024-12-16 00:00:00,0,13,2,9
739,Introduction to Natural Language Processing,This mentorship focuses on Natural Language Processing with practical applications.,Available,,sophomore,Senior,10,2025-07-22 00:00:00,0,835,2,10
1078,DevOps & Cloud for Real Projects,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,junior,Mid,2,2025-07-27 00:00:00,0,347,1,5
3130,Business Analysis for Real Projects,This mentorship focuses on Business Analysis with practical applications.,Available,,graduate,Mid,3,2025-10-10 00:00:00,0,345,4,20
3188,Introduction to Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,sophomore,Senior,6,2025-09-13 00:00:00,0,661,1,2
1696,Graphic Design for Beginners,This mentorship focuses on Graphic Design with practical applications.,Available,,freshman,Junior,6,2025-07-31 00:00:00,0,47,3,16
1344,Mastering Business Analysis,This mentorship focuses on Business Analysis with practical applications.,Available,,sophomore,Mid,10,2025-04-07 00:00:00,0,664,4,20
923,Hands-on Career Coaching Training,This mentorship focuses on Career Coaching with practical applications.,Available,,sophomore,Junior,3,2025-07-06 00:00:00,0,696,4,22
595,Introduction to Machine Learning,This mentorship focuses on Machine Learning with practical applications.,Available,,sophomore,Junior,4,2024-07-26 00:00:00,0,675,2,7
2646,Introduction to DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Mid,2,2024-12-26 00:00:00,0,404,1,5
1967,Introduction to Branding,This mentorship focuses on Branding with practical applications.,Available,,senior,Senior,6,2025-04-25 00:00:00,0,953,3,18
403,Product Design for Beginners,This mentorship focuses on Product Design with practical applications.,Available,,graduate,Beginner,5,2025-03-18 00:00:00,0,209,3,15
1921,Introduction to Data Science,This mentorship focuses on Data Science with practical applications.,Available,,junior,Mid,4,2025-04-18 00:00:00,0,70,2,12
2798,Hands-on Backend Development Training,This mentorship focuses on Backend Development with practical applications.,Available,,freshman,Beginner,8,2024-09-03 00:00:00,1,38,1,1
2320,Introduction to System Design,This mentorship focuses on System Design with practical applications.,Available,,senior,Beginner,9,2024-07-02 00:00:00,0,1094,1,6
1053,Mastering Data Analysis,This mentorship focuses on Data Analysis with practical applications.,Available,,graduate,Beginner,4,2025-08-28 00:00:00,0,270,2,11
1126,Frontend Development for Beginners,This mentorship focuses on Frontend Development with practical applications.,Available,,freshman,Junior,8,2025-08-09 00:00:00,0,956,1,2
2984,Mastering Branding,This mentorship focuses on Branding with practical applications.,Available,,senior,Mid,8,2025-03-27 00:00:00,0,931,3,18
209,Hands-on Machine Learning Training,This mentorship focuses on Machine Learning with practical applications.,Available,,junior,Senior,1,2025-03-27 00:00:00,0,778,2,7
3011,Hands-on Graphic Design Training,This mentorship focuses on Graphic Design with practical applications.,Available,,graduate,Beginner,6,2024-11-24 00:00:00,0,1042,3,16
878,Mastering DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Mid,8,2025-02-03 00:00:00,0,1283,1,5
1876,Hands-on Computer Vision Training,This mentorship focuses on Computer Vision with practical applications.,Available,,senior,Beginner,9,2024-08-22 00:00:00,0,957,2,9
869,Deep Learning for Real Projects,This mentorship focuses on Deep Learning with practical applications.,Available,,junior,Senior,7,2025-05-29 00:00:00,0,2,2,8
2471,Mastering Frontend Development,This mentorship focuses on Frontend Development with practical applications.,Available,,junior,Junior,4,2025-07-03 00:00:00,0,1286,1,2
2213,Frontend Development for Real Projects,This mentorship focuses on Frontend Development with practical applications.,Available,,graduate,Beginner,2,2025-10-04 00:00:00,1,346,1,2
649,Hands-on Project Management Training,This mentorship focuses on Project Management with practical applications.,Available,,graduate,Mid,5,2025-08-18 00:00:00,0,1177,4,21
1905,Introduction to DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,senior,Beginner,7,2025-07-17 00:00:00,0,928,1,5
789,Hands-on Motion Design Training,This mentorship focuses on Motion Design with practical applications.,Available,,sophomore,Junior,2,2024-03-27 00:00:00,0,1324,3,17
856,DevOps & Cloud for Beginners,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,graduate,Junior,3,2025-05-24 00:00:00,0,1337,1,5
2358,Hands-on Project Management Training,This mentorship focuses on Project Management with practical applications.,Available,,freshman,Junior,2,2025-10-10 00:00:00,0,334,4,21
261,Hands-on Graphic Design Training,This mentorship focuses on Graphic Design with practical applications.,Available,,freshman,Beginner,10,2025-06-27 00:00:00,1,833,3,16
2657,Entrepreneurship for Real Projects,This mentorship focuses on Entrepreneurship with practical applications.,Available,,senior,Senior,10,2025-07-30 00:00:00,0,621,4,23
2365,Hands-on Project Management Training,This mentorship focuses on Project Management with practical applications.,Available,,junior,Senior,4,2025-08-31 00:00:00,0,1210,4,21
2423,Introduction to Data Analysis,This mentorship focuses on Data Analysis with practical applications.,Available,,graduate,Senior,1,2025-08-12 00:00:00,0,701,2,11
2105,Hands-on Machine Learning Training,This mentorship focuses on Machine Learning with practical applications.,Available,,graduate,Mid,6,2025-06-04 00:00:00,0,1377,2,7
2230,Data Analysis for Real Projects,This mentorship focuses on Data Analysis with practical applications.,Available,,senior,Mid,8,2025-05-01 00:00:00,0,816,2,11
567,Hands-on System Design Training,This mentorship focuses on System Design with practical applications.,Available,,freshman,Mid,9,2024-09-16 00:00:00,0,31,1,6
2451,DevOps & Cloud for Real Projects,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Senior,2,2025-08-13 00:00:00,0,245,1,5
1153,Hands-on Backend Development Training,This mentorship focuses on Backend Development with practical applications.,Available,,senior,Mid,8,2025-09-10 00:00:00,0,1291,1,1
636,Product Design for Beginners,This mentorship focuses on Product Design with practical applications.,Available,,freshman,Senior,3,2025-01-11 00:00:00,0,1395,3,15
2232,Hands-on DevOps & Cloud Training,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,graduate,Mid,9,2024-06-27 00:00:00,0,724,1,5
1007,Mastering DevOps & Cloud,This mentorship focuses on DevOps & Cloud with practical applications.,Available,,sophomore,Senior,4,2025-08-09 00:00:00,0,37,1,5
1874,Introduction to Career Coaching,This mentorship focuses on Career Coaching with practical applications.,Available,,senior,Senior,10,2025-06-08 00:00:00,0,873,4,22
2898,Mastering System Design,This mentorship focuses on System Design with practical applications.,Available,,junior,Senior,5,2024-08-17 00:00:00,0,487,1,6
386,Introduction to Natural Language Processing,This mentorship focuses on Natural Language Processing with practical applications.,Available,,freshman,Junior,6,2025-08-30 00:00:00,0,569,2,10
1366,Hands-on Frontend Development Training,This mentorship focuses on Frontend Development with practical applications.,Available,,sophomore,Beginner,5,2025-09-24 00:00:00,0,1158,1,2
1695,Introduction to Mobile Development,This mentorship focuses on Mobile Development with practical applications.,Available,,graduate,Beginner,1,2025-09-20 00:00:00,0,199,1,4
634,Introduction to Data Analysis,This mentorship focuses on Data Analysis with practical applications.,Available,,sophomore,Senior,6,2025-09-26 00:00:00,0,374,2,11
2783,Mastering Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,freshman,Senior,5,2025-07-09 00:00:00,0,424,1,3
2418,Deep Learning for Beginners,This mentorship focuses on Deep Learning with practical applications.,Available,,junior,Senior,1,2025-09-29 00:00:00,0,253,2,8
3165,Introduction to Business Analysis,This mentorship focuses on Business Analysis with practical applications.,Available,,junior,Beginner,9,2025-10-04 00:00:00,0,1211,4,20
185,Hands-on Project Management Training,This mentorship focuses on Project Management with practical applications.,Available,,graduate,Senior,3,2025-02-14 00:00:00,0,986,4,21
1276,Mastering Graphic Design,This mentorship focuses on Graphic Design with practical applications.,Available,,junior,Beginner,7,2025-05-25 00:00:00,0,1054,3,16
3192,Hands-on Mobile Development Training,This mentorship focuses on Mobile Development with practical applications.,Available,,sophomore,Senior,7,2025-04-01 00:00:00,0,885,1,4
1973,Hands-on Machine Learning Training,This mentorship focuses on Machine Learning with practical applications.,Available,,junior,Junior,7,2024-09-26 00:00:00,0,1173,2,7
1443,Frontend Development for Real Projects,This mentorship focuses on Frontend Development with practical applications.,Available,,graduate,Beginner,3,2025-02-09 00:00:00,0,719,1,2
408,Introduction to UI/UX Design,This mentorship focuses on UI/UX Design with practical applications.,Available,,graduate,Beginner,4,2025-05-15 00:00:00,0,638,3,14
2281,Full Stack Development for Beginners,This mentorship focuses on Full Stack Development with practical applications.,Available,,senior,Junior,3,2025-01-16 00:00:00,0,141,1,3
1829,Full Stack Development for Real Projects,This mentorship focuses on Full Stack Development with practical applications.,Available,,freshman,Senior,9,2025-07-11 00:00:00,0,1057,1,3
284,Introduction to Data Science,This mentorship focuses on Data Science with practical applications.,Available,,graduate,Senior,4,2025-02-05 00:00:00,0,1255,2,12
623,Motion Design for Beginners,This mentorship focuses on Motion Design with practical applications.,Available,,freshman,Mid,3,2025-01-21 00:00:00,1,799,3,17
2906,Branding for Real Projects,This mentorship focuses on Branding with practical applications.,Available,,sophomore,Junior,8,2025-05-07 00:00:00,0,964,3,18
1448,Hands-on Mobile Development Training,This mentorship focuses on Mobile Development with practical applications.,Available,,senior,Senior,4,2025-06-04 00:00:00,0,249,1,4
2781,Branding for Beginners,This mentorship focuses on Branding with practical applications.,Available,,graduate,Junior,6,2025-07-03 00:00:00,0,367,3,18
898,Frontend Development for Real Projects,This mentorship focuses on Frontend Development with practical applications.,Available,,graduate,Beginner,7,2025-09-13 00:00:00,0,379,1,2
2393,Hands-on UI/UX Design Training,This mentorship focuses on UI/UX Design with practical applications.,Available,,graduate,Beginner,6,2025-06-22 00:00:00,0,624,3,14
2167,Mastering Data Analysis,This mentorship focuses on Data Analysis with practical applications.,Available,,graduate,Beginner,6,2025-06-13 00:00:00,0,12,2,11
842,Natural Language Processing for Beginners,This mentorship focuses on Natural Language Processing with practical applications.,Available,,freshman,Junior,4,2025-04-26 00:00:00,0,1234,2,10
2104,Mastering Machine Learning,This mentorship focuses on Machine Learning with practical applications.,Available,,graduate,Senior,4,2024-08-16 00:00:00,0,1377,2,7
1633,Introduction to Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,junior,Beginner,10,2025-05-26 00:00:00,0,97,1,3
2125,Full Stack Development for Beginners,This mentorship focuses on Full Stack Development with practical applications.,Available,,sophomore,Beginner,6,2024-10-13 00:00:00,1,128,1,3
485,Mastering Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,senior,Junior,4,2025-05-26 00:00:00,0,775,1,3
2623,Introduction to Business Analysis,This mentorship focuses on Business Analysis with practical applications.,Available,,sophomore,Junior,9,2025-10-13 00:00:00,0,839,4,20
890,Mastering Computer Vision,This mentorship focuses on Computer Vision with practical applications.,Available,,junior,Mid,1,2025-05-20 00:00:00,0,262,2,9
1190,Introduction to Backend Development,This mentorship focuses on Backend Development with practical applications.,Available,,graduate,Beginner,9,2025-06-08 00:00:00,0,122,1,1
455,Hands-on System Design Training,This mentorship focuses on System Design with practical applications.,Available,,graduate,Beginner,8,2025-06-02 00:00:00,0,613,1,6
1533,Full Stack Development for Real Projects,This mentorship focuses on Full Stack Development with practical applications.,Available,,sophomore,Beginner,2,2025-04-30 00:00:00,1,756,1,3
117,Hands-on Frontend Development Training,This mentorship focuses on Frontend Development with practical applications.,Available,,freshman,Senior,6,2025-09-23 00:00:00,0,1043,1,2
2243,System Design for Real Projects,This mentorship focuses on System Design with practical applications.,Available,,freshman,Mid,4,2025-06-29 00:00:00,0,468,1,6
2070,Hands-on Machine Learning Training,This mentorship focuses on Machine Learning with practical applications.,Available,,graduate,Mid,7,2025-08-31 00:00:00,0,683,2,7
1574,System Design for Beginners,This mentorship focuses on System Design with practical applications.,Available,,freshman,Junior,5,2025-06-23 00:00:00,0,154,1,6
1970,Hands-on UI/UX Design Training,This mentorship focuses on UI/UX Design with practical applications.,Available,,freshman,Senior,4,2024-09-20 00:00:00,0,430,3,14
425,Graphic Design for Beginners,This mentorship focuses on Graphic Design with practical applications.,Available,,graduate,Senior,3,2025-06-17 00:00:00,0,672,3,16
1898,Introduction to Full Stack Development,This mentorship focuses on Full Stack Development with practical applications.,Available,,junior,Senior,10,2025-10-16 00:00:00,0,698,1,3
2696,Introduction to Career Coaching,This mentorship focuses on Career Coaching with practical applications.,Available,,senior,Senior,9,2024-10-15 00:00:00,0,700,4,22
1264,Product Design for Real Projects,This mentorship focuses on Product Design with practical applications.,Available,,graduate,Beginner,10,2025-07-05 00:00:00,0,276,3,15
1642,Machine Learning for Real Projects,This mentorship focuses on Machine Learning with practical applications.,Available,,sophomore,Beginner,8,2025-06-01 00:00:00,0,684,2,7
